146,7514037.5510,4693362.1904,0.0000,1
147,7514038.1640,4693360.6293,0.0000,2
148,7514040.9363,4693361.7178,0.0000,3
149,7514042.5710,4693357.5543,0.0000,4
150,7514045.3169,4693358.6325,0.0000,5
151,7514042.6855,4693365.3344,0.0000,6
152,7514041.9871,4693365.0609,0.0000,7
153,7514041.2745,4693366.8760,0.0000,8
154,7514039.4594,4693366.1634,0.0000,9
155,7514037.4129,4693371.3753,0.0000,10
156,7514010.5790,4693360.8393,0.0000,11
157,7514009.4826,4693363.6317,0.0000,12
158,7514005.4521,4693362.0492,0.0000,13
159,7514009.6916,4693351.2517,0.0000,14
